Settlement,Raw Sugar,Crude Oil,Wheat,Corn,Arabica Coffee,Gold,Soybean,Dow Jone,RBOB Gasoline,Specs Net Long,Line(QBRL=),Line(QTHB=),Line(QINR=),Line(Q.DXY),Line(QAUD=)
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,,ค่าเงินบราซิล,ค่าเงินไทย,ค่าเงินอินเดีย, Dollar Index,ค่าเงินออสเตรเลีย
15/4/2019,12.66,63.4,427.25,362.75,91.4,1286.8,898.75,26384.77,2.0118,,3.873,31.88,69.16,97.395,0.7105
16/4/2019,12.51,64.05,417,359,90.5,1272.6,888,26452.66,2.0317,,3.849,31.87,69.55,97.05,0.7126
17/4/2019,12.35,63.76,420.5,358.25,87.05,1272.2,879,26449.54,2.0418,,3.8502,31.75,69.27,97.006,0.7122
18/4/2019,12.76,64,420,358.5,90.2,1271.9,880.5,26559.54,2.0722,,3.8247,31.72,69.14,96.946,0.717
22/4/2019,12.54,65.7,411.75,354.75,91.1,1273.5,877,26511.05,2.1298,,3.857,31.86,69.01,97.177,0.7123
23/4/2019,12.7,66.3,414.5,351.25,91.5,1269.3,862,26656.39,2.1316,,3.8812,31.74,69.18,96.972,0.7171
24/4/2019,12.68,65.89,404.5,346.75,90.45,1275.5,855.25,26597.05,2.1285,,3.872,31.78,69.38,96.942,0.7173
25/4/2019,12.36,65.21,404.25,347.5,92.05,1275.8,859.25,26462.08,2.1321,,3.9031,31.83,69.52,97.043,0.7175
26/4/2019,12.26,63.3,399.75,351.25,92.7,1284.9,853.75,26543.33,2.1006,,3.9373,31.78,69.42,97.009,0.7178
29/4/2019,11.63,63.5,389.75,352,91.35,1278.6,847.5,26554.39,2.0828,,3.9261,31.8,69.39,97.474,0.715
30/4/2019,11.99,63.91,386.25,353.25,91.85,1282.8,841.25,26592.91,2.1232,,3.926,31.82,69.4,97.378,0.7152
1/5/2019,12.21,63.6,389.25,360,89.8,1281.4,839.5,26430.14,2.0642,,3.9358,31.9,69.69,97.287,0.7133
2/5/2019,12.23,61.81,393,362,90.25,1269.7,830.5,26307.79,2.0183,,3.9197,31.98,69.76,97.636,0.7101
3/5/2019,12.01,61.94,393,363,89.25,1279.2,829.5,26504.95,2.0265,,3.9922,32.04,69.95,98.173,0.7015
6/5/2019,11.88,62.25,394.25,355.75,88.8,1281.7,817.5,26438.48,1.9966,,3.953,32.05,70.16,98.203,0.7013
7/5/2019,11.95,61.4,394.75,358,86.65,1283.5,817.75,25965.09,1.9487,,3.9288,31.93,69.84,98.006,0.7039
8/5/2019,11.65,62.12,394.25,355.25,87.2,1279.4,814.25,25967.33,1.975,,3.9442,31.91,69.8,97.857,0.7055
9/5/2019,11.78,61.7,390,344.5,89.5,1283.5,800.25,25828.36,1.9754,,3.9207,31.89,69.64,97.479,0.7048
10/5/2019,11.72,61.66,379.25,342.5,89.45,1285.7,797,25942.37,1.9891,,3.9195,31.95,69.52,97.686,0.7013
13/5/2019,11.84,61.04,397,347.5,88.25,1300.1,791,25324.99,1.9637,,3.9654,31.99,69.4,97.832,0.7
14/5/2019,11.94,61.78,401.75,360.5,89.55,1294.7,817.75,25532.05,1.9767,,3.9378,31.9,69.08,97.52,0.7023
15/5/2019,11.85,62.02,402,369.5,89.9,1296.3,835.5,25648.02,2.0127,,3.9683,31.89,69.37,97.515,0.6989
16/5/2019,11.78,62.87,416.75,379,90,1285,839.75,25862.68,2.0618,,3.97,31.9,69.63,97.628,0.7011
17/5/2019,11.55,62.76,420.25,383.25,87.35,1274.5,821.75,25764,2.0473,,3.9279,31.8,69.71,97.623,0.6988
20/5/2019,11.62,63.1,434.5,389,88.25,1276.1,831.75,25679.9,2.0099,,3.9456,31.78,70.19,97.373,0.6988
21/5/2019,11.81,62.99,436,394.25,92.9,1272,822,25877.33,2.0193,,3.9566,31.53,70,97.33,0.7
22/5/2019,11.62,61.42,432.25,394.5,91.75,1273.6,828.5,25776.61,1.9912,,3.9925,31.62,70.56,97.319,0.6943
23/5/2019,11.57,57.91,425.25,389.75,93.5,1284.8,821.5,25490.47,1.9133,,3.9745,31.52,70.32,97.526,0.6941
24/5/2019,11.66,58.63,442,404.25,93.3,1283,829.75,25585.69,1.9345,,4.0012,31.53,70.23,97.569,0.6927
27/5/2019,11.66,58.63,442,404.25,93.3,1283,829.75,25585.69,1.9345,,4.0467,31.67,70.12,97.855,0.6892
28/5/2019,11.75,59.14,460.75,420.25,96.05,1276.5,856,25347.77,1.9567,,4.0997,31.84,70.28,97.995,0.6868
29/5/2019,11.87,58.81,453.25,418.75,99.5,1280.6,872,25126.41,1.9452,,4.0963,31.86,69.59,97.933,0.6906
30/5/2019,11.76,56.59,479,436.25,102.35,1287.1,889,25169.88,1.8786,,4.0387,31.94,69.63,98.062,0.6883
31/5/2019,12.1,53.5,473,427,104.6,1305.8,877.75,24815.04,1.802,,4.04,31.92,69.64,98.041,0.688
3/6/2019,12.19,53.25,486.75,424.25,103.75,1322.7,879,24819.78,1.7413,,4.0394,31.91,69.66,97.856,0.6899
4/6/2019,12.42,53.48,468.5,425.25,105.65,1323.4,881.75,25332.18,1.7242,,4.0213,31.83,69.37,97.613,0.6923
5/6/2019,12.21,51.68,445.75,414.75,99.1,1328.3,869.75,25539.57,1.6928,,4.041,31.83,69.49,97.613,0.6917
6/6/2019,12.51,52.59,455.25,420.5,102.05,1337.6,868.75,25720.66,1.7076,,4.0243,31.85,69.59,97.952,0.6922
7/6/2019,12.5,53.99,449,415.75,100.95,1341.2,856.25,25983.94,1.7389,,3.9742,31.82,69.84,98.144,0.6917
10/6/2019,12.4,53.26,453,415.75,98.6,1324.7,858.5,26062.68,1.7303,,3.9816,31.76,69.82,98.142,0.6911
11/6/2019,12.54,53.27,457.5,427.75,97,1326.4,859.25,26048.51,1.7563,,3.9218,31.52,69.57,97.75,0.6938
12/6/2019,12.62,51.14,462.75,430,99.05,1331.9,878,26004.83,1.6861,,3.8851,31.3,69.15,97.142,0.6976
13/6/2019,12.75,52.28,468.25,442,97.35,1339.2,888,26106.77,1.7199,,3.8542,31.31,69.28,97.072,0.699
14/6/2019,12.75,52.51,476.25,453,96,1340.1,896.75,26089.61,1.7325,,3.8808,31.41,69.37,97.32,0.6969
17/6/2019,12.66,51.93,475.5,454.75,96.05,1338.7,912.75,26112.53,1.6908,,3.8795,31.29,69.15,97.044,0.6976
18/6/2019,12.61,53.9,465.25,449.75,94.3,1346.6,913.5,26465.54,1.7214,,3.8774,31.25,69.34,96.544,0.6998
19/6/2019,12.5,53.76,457.5,441,96.25,1344.6,903.25,26504,1.7355,,3.8874,31.35,69.52,96.761,0.6961
20/6/2019,12.43,56.65,460.5,450,101.05,1392.9,915.5,26753.17,1.7863,,3.8569,31.28,69.38,96.686,0.696
21/6/2019,12.22,57.43,452.5,442.25,99.8,1396.2,902.75,26719.13,1.8561,,3.8669,31.26,69.37,97,0.6928
24/6/2019,12.27,57.9,465.5,446.75,102,1414.3,909,26727.54,1.8549,,3.8485,31.19,69.51,97.013,0.6913
25/6/2019,12.33,57.83,465.25,447.5,106.45,1414.9,903.5,26548.22,1.8772,,3.8956,31.21,69.81,97.572,0.6872
26/6/2019,12.03,59.38,469,443.25,104.9,1411.6,894.25,26536.82,1.9704,,3.8881,31.35,69.84,97.558,0.6852
27/6/2019,12.53,59.43,468,440,105.55,1408.4,887.75,26526.58,1.9466,,3.8595,31.21,69.6,97.644,0.6876
28/6/2019,12.32,58.47,451.5,420.25,108.25,1409.7,899.75,26599.96,1.9425,,3.8388,31.23,69.64,97.117,0.6881
1/7/2019,12.57,59.09,434.75,412,110.15,1385.6,885.5,26717.43,1.9305,,3.8386,30.86,69.51,96.629,0.6922
2/7/2019,12.35,56.25,424,413.5,108.25,1404.6,876.25,26786.68,1.8703,,3.819,30.78,69.61,96.22,0.6923
3/7/2019,12.54,57.34,436,433,112.25,1417.7,885.25,26966,1.9167,,3.8248,30.66,69.25,95.98,0.6961
4/7/2019,12.54,57.34,436,433,112.25,1417.7,885.25,26966,1.9167,,3.8478,30.7,69.31,96.14,0.6957
5/7/2019,12.36,57.51,439,434,109.45,1396.7,872.25,26922.12,1.9295,,3.8433,30.72,69.24,96.214,0.6983
8/7/2019,12.45,57.66,442,438.5,104.75,1397,875.25,26806.14,1.9013,,3.8194,30.78,69.07,96.194,0.7008
9/7/2019,12.35,57.83,440.5,431.75,105.9,1397.5,882.75,26783.49,1.9269,,3.8518,30.68,68.94,96.13,0.702
10/7/2019,12.5,60.43,441.25,434.25,104.35,1410.1,893,26860.2,2.0052,,3.8401,30.64,68.88,96.844,0.6965
11/7/2019,12.38,60.2,461.25,447.75,105.5,1404.3,896.25,27088.08,1.9895,,3.8447,30.56,68.88,96.726,0.6994
12/7/2019,12.3,60.21,461.25,449.5,105.2,1409.9,906.75,27332.03,1.977,,3.8258,30.59,68.79,96.768,0.7028
15/7/2019,12.06,59.58,449,441,108.8,1411.4,901.75,27359.16,1.9303,,3.8008,30.67,68.5,96.768,0.7019
16/7/2019,11.99,57.62,446.25,435.25,104.1,1409.2,887.75,27335.63,1.8918,,3.8215,30.78,68.44,97.286,0.6979
17/7/2019,11.79,56.78,441.75,436,105.95,1421.3,882.5,27219.85,1.8787,,3.8063,30.8,68.55,97.384,0.697
18/7/2019,11.55,55.3,432.75,424.5,107.15,1426.1,881.25,27222.97,1.8342,,3.8,30.8,68.55,97.489,0.6927
19/7/2019,11.59,55.63,440,430.75,105.85,1425.1,901.5,27154.2,1.8405,,3.7543,30.69,68.4,97.104,0.6957
22/7/2019,11.56,56.22,429.25,422.25,105.1,1425.3,888.25,27171.9,1.8279,,3.754,30.7,68.4,97.05,0.6973
23/7/2019,11.98,56.77,431.5,425.5,102.3,1420.1,885.75,27349.19,1.8605,,3.7358,30.93,68.55,96.81,0.7017
24/7/2019,12.06,55.88,439.5,424,101,1422.8,891,27269.97,1.8551,,3.7555,30.89,68.54,96.933,0.7039
25/7/2019,12,56.02,437.5,418.5,100.65,1413.9,882.5,27140.98,1.8803,,3.768,30.9,68.64,97.395,0.7012
26/7/2019,12.02,56.2,432,414.5,99.75,1418.5,883.25,27192.45,1.8744,,3.7632,30.86,68.83,97.223,0.7009
29/7/2019,12.07,56.87,436.5,417,101.15,1419.6,885.75,27221.35,1.8634,,3.7187,30.81,68.85,96.794,0.7075
30/7/2019,12.15,58.05,433.5,411.25,99.5,1429.7,878.75,27198.02,1.8969,,3.7481,30.83,68.85,97.151,0.7042
31/7/2019,12.21,58.58,422.75,400.25,99.65,1426.1,864,26864.27,1.902,,3.7403,30.84,68.92,97.257,0.7034
1/8/2019,12.12,53.95,415.75,392.75,97.25,1420.9,847,26583.42,1.7499,,3.7735,30.91,69.02,97.705,0.7004
2/8/2019,12.02,55.66,421.75,399.5,98.15,1445.6,850.25,26485.01,1.7815,,3.7726,30.9,68.97,97.729,0.6976
5/8/2019,11.82,54.69,426.75,405.25,95.65,1464.6,850.25,25717.74,1.718,,3.7783,30.92,69.03,97.818,0.695
6/8/2019,11.73,53.63,418,404,97.05,1472.4,847.75,26029.52,1.6873,,3.7753,30.86,68.87,98.01,0.6908
7/8/2019,11.34,51.09,417.75,406.5,96.9,1507.3,848.75,26007.07,1.6203,,3.7813,30.85,68.75,98.044,0.6901
8/8/2019,11.43,52.54,418.5,411,97.4,1497.7,865,26378.19,1.6457,,3.7896,30.79,68.85,98.05,0.6871
9/8/2019,11.86,54.5,417,410.25,97.3,1496.6,873.75,26287.44,1.674,,3.8125,30.7,68.86,98.516,0.6844
12/8/2019,11.56,54.93,392.25,385.25,93.75,1505.3,861.5,25907.37,1.6652,,3.8388,30.82,69.01,98.369,0.6799
13/8/2019,11.72,57.1,383.5,366,96.35,1502.2,872,26279.91,1.7364,,3.8883,30.7,69.69,98.074,0.6799
14/8/2019,11.61,55.23,384.75,359,94.45,1515.9,861,25479.42,1.6758,,3.9778,30.82,70.8,97.522,0.6756
15/8/2019,11.63,54.47,389.75,360.75,94.55,1519.6,858,25579.39,1.6364,,3.9603,30.71,71.03,97.63,0.676
16/8/2019,11.64,54.87,394.25,371,92.85,1512.5,867.25,25886.01,1.6568,,3.9682,30.8,71.13,97.544,0.6755
19/8/2019,11.47,56.21,391.25,365,91.15,1500.4,854,26135.79,1.6644,,3.9188,30.75,70.41,97.618,0.68
20/8/2019,11.44,56.34,386.75,359.5,91.45,1504.6,855.75,25962.44,1.6811,,3.9406,30.79,70.91,97.491,0.6787
21/8/2019,11.39,55.68,386.25,362.5,92.85,1504.6,860.5,26202.73,1.6938,,3.9853,30.85,71.27,97.38,0.6752
22/8/2019,11.58,55.35,393.25,363.25,93.5,1497.3,856,26252.24,1.6675,,3.9646,30.78,71.41,97.812,0.68
23/8/2019,11.47,54.17,391.5,359.75,92.6,1526.6,843.25,25628.9,1.6428,,4.0522,30.84,71.27,97.987,0.6747
26/8/2019,11.43,53.64,389,358.5,94.15,1526.3,853.75,25898.83,1.6165,,3.9908,30.82,71.79,98.144,0.6775
27/8/2019,11.24,54.93,392.75,357,93.8,1541,846.25,25777.9,1.6499,,4.0054,30.91,71.15,98.142,0.678
28/8/2019,11.37,55.78,392.25,362.75,94.2,1537.8,852.75,26036.1,1.6824,,4.074,30.85,71.44,98.347,0.6762
29/8/2019,11.21,56.71,387.25,359.75,91.9,1526.5,856.25,26362.25,1.6847,,4.0529,30.76,71.54,98.19,0.6776
30/8/2019,11.14,55.1,378.25,358,93.6,1519.1,857,26403.28,1.6134,,4.026,30.78,71.43,98.295,0.678
2/9/2019,11.14,55.1,378.25,358,93.6,1519.1,857,26403.28,1.6134,,4.0704,30.79,71.91,98.17,0.6756
3/9/2019,11.19,53.94,362,349.75,92.35,1545.9,856.5,26118.02,1.4705,,4.1196,30.6,71.49,97.64,0.6754
4/9/2019,11.01,56.26,374,346,93.4,1550.3,862.5,26355.47,1.5329,,4.1569,30.57,72.02,98.081,0.6774
5/9/2019,10.97,56.3,382,346.5,92.2,1515.4,849.75,26728.15,1.546,,4.13,30.57,71.52,97.999,0.6751
6/9/2019,11.02,56.52,375.25,342.5,93.85,1506.2,845,26797.46,1.5742,,4.1677,30.6,71.8,98.21,0.6733
9/9/2019,10.92,57.85,380,340.75,95,1502.2,845,26835.51,1.5846,,4.1685,30.6,71.68,98.507,0.6724
10/9/2019,10.88,57.4,382,348.5,98.35,1490.3,859.25,26909.43,1.5908,,4.1445,30.6,71.45,98.916,0.6736
11/9/2019,10.81,55.75,376.75,348.25,100.15,1494.4,854,27137.04,1.5699,,4.1857,30.62,71.95,98.916,0.6713
12/9/2019,10.76,55.09,380,354.5,100.35,1498.7,883,27182.45,1.553,,4.1678,30.61,72.16,99,0.6757
13/9/2019,10.89,54.85,383.5,355.5,99.5,1490.9,884.75,27219.52,1.5531,,4.0948,30.56,71.97,98.451,0.6796
16/9/2019,11.09,62.9,409,374,100.8,1503.1,900,27076.82,1.7524,,4.1081,30.68,71.91,98.414,0.6813
17/9/2019,10.94,59.34,402.25,368,96.85,1505.1,893.75,27110.8,1.6751,,4.0607,30.62,71.63,98.394,0.6846
18/9/2019,11,58.11,409.75,371.25,96.85,1507.5,888.75,27147.08,1.6577,,4.0943,30.62,71.75,98.281,0.6861
19/9/2019,10.99,58.13,409.5,372.75,98.35,1498.4,893,27094.79,1.7007,,4.0798,30.6,71.87,98.326,0.6859
20/9/2019,11.09,58.09,407.5,370.75,98.4,1507.3,882.75,26935.07,1.6784,,4.0671,30.58,71.55,98.645,0.6861
23/9/2019,11.22,58.64,406.5,373.25,99,1523.7,892.5,26949.99,1.6838,,4.0602,30.39,70.94,98.309,0.6866
24/9/2019,11.5,57.29,405,374.75,99.15,1532.1,894.25,26807.77,1.6543,,4.084,30.46,70.97,98.257,0.6877
25/9/2019,11.8,56.49,404,374.25,100.95,1504.6,889.25,26970.71,1.6252,,4.0801,30.5,71.56,98.61,0.6864
26/9/2019,11.63,56.41,408.25,372.5,100.85,1507.5,888.5,26891.12,1.6612,,4.0773,30.51,71.47,98.261,0.6864
27/9/2019,11.53,55.91,407.5,371.5,100.9,1499.1,883,26820.25,1.6514,,4.1106,30.51,71.13,98.561,0.6827
30/9/2019,11.92,54.07,415,388,101.15,1465.7,906,26916.83,1.6049,,4.1672,30.52,71.37,98.272,0.6789
1/10/2019,12.88,53.62,411.5,392.5,101.35,1482,919.5,26573.04,1.5737,,4.1472,30.49,71.06,98.513,0.6768
2/10/2019,12.89,52.64,405.75,387.75,100.6,1501,913.75,26078.62,1.5455,,4.1629,30.46,70.79,98.599,0.6773
3/10/2019,12.74,52.45,405.75,388.75,102.05,1507.1,911.75,26201.04,1.5559,,4.1647,30.54,70.95,98.337,0.6799
4/10/2019,12.76,52.81,404,384.75,99,1506.2,916.25,26573.72,1.5734,,4.1477,30.6,70.97,99.037,0.675
7/10/2019,12.52,52.75,402.25,387,97,1497.7,915.25,26478.02,1.5694,,4.1707,30.64,70.95,99.132,0.6748
8/10/2019,12.46,52.63,410.25,395.75,95.7,1497.2,920.5,26164.04,1.5809,,4.1599,30.6,70.49,99.109,0.6765
9/10/2019,12.41,52.59,413.25,394.25,95.45,1506.1,923.75,26346.01,1.5871,,4.1551,30.59,70.64,99.377,0.6749
10/10/2019,12.41,53.55,403.25,380.25,93.5,1494.8,923.5,26496.67,1.6233,,4.1578,30.6,71.1,99.128,0.6702
11/10/2019,12.41,54.7,419.5,397.75,93.7,1482.7,936,26816.59,1.6388,,4.1287,30.57,71.14,99.019,0.6703
14/10/2019,12.52,53.59,425.75,397.75,94.85,1491.7,940.5,26787.36,1.6132,,4.0832,30.53,71.02,98.864,0.6741
15/10/2019,12.59,52.81,421.25,393.25,94.45,1477.6,934,27024.8,1.6144,,4.0551,30.41,70.82,98.808,0.6768
16/10/2019,12.35,53.36,425,391.75,93.55,1488,928,27001.98,1.6248,,4.1068,30.46,70.97,98.967,0.6731
17/10/2019,12.24,53.93,431.25,394.75,92.9,1492.3,931.5,27025.88,1.6225,,4.0942,30.4,71.21,99.133,0.6728
,,,,,,,,,,,4.1089,30.31,71.11,99.118,0.6723
,,,,,,,,,,,4.1089,30.39,70.98,98.701,0.6761
,,,,,,,,,,,4.1094,30.43,70.91,98.301,0.6787
,,,,,,,,,,,4.1255,30.42,71.23,98.454,0.6774
,,,,,,,,,,,4.1805,30.42,71.49,98.288,0.6752
,,,,,,,,,,,4.1505,30.36,71.35,98.002,0.6756
,,,,,,,,,,,4.163,30.27,71.12,97.607,0.6823
